fileName,IntervalName,duration,start,end,language,location,group,condition,IOI,speaker,gender
Czech_Prague_C1_conv.TextGrid,3,0.2503100511053162,687.5393563436509,687.7896663947562,Czech,Prague,C1,conv,3.99504532712215,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.185011776904048,687.7896663947562,687.9746781716602,Czech,Prague,C1,conv,5.405061324926502,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1480094215231702,687.9746781716602,688.1226875931834,Czech,Prague,C1,conv,6.75632665616124,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1218901118426174,688.1226875931834,688.244577705026,Czech,Prague,C1,conv,8.204110939623915,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.2237519578289948,688.244577705026,688.468329662855,Czech,Prague,C1,conv,4.469234636884217,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1414795941030888,688.468329662855,688.6098092569581,Czech,Prague,C1,conv,7.068157117211915,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0587684467811868,688.6098092569581,688.6685777037393,Czech,Prague,C1,conv,17.015933800723218,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1371263758229588,688.6685777037393,688.8057040795622,Czech,Prague,C1,conv,7.292543057442724,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0740047107616419,688.8057040795622,688.8797087903239,Czech,Prague,C1,conv,13.512653312312109,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1458328123831052,688.8797087903239,689.025541602707,Czech,Prague,C1,conv,6.85716735252272,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.2350737871250885,689.025541602707,689.2606153898321,Czech,Prague,C1,conv,4.253983450174628,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1009422159972928,689.2606153898321,689.3615576058294,Czech,Prague,C1,conv,9.906657884614097,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0631216650613168,689.3615576058294,689.4246792708907,Czech,Prague,C1,conv,15.842421124800707,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.2285439597048935,689.4246792708907,689.6532232305956,Czech,Prague,C1,conv,4.375525834466359,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.3221381527270068,689.6532232305956,689.9753613833226,Czech,Prague,C1,conv,3.10425819337035,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.5143519040207138,689.9753613833226,690.4897132873433,Czech,Prague,C1,conv,1.9441942222493032,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0892409747419833,690.4897132873433,690.5789542620853,Czech,Prague,C1,conv,11.205614941916938,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.102300629582146,690.5789542620853,690.6812548916674,Czech,Prague,C1,conv,9.775110906790792,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1763053403437879,690.6812548916674,690.8575602320112,Czech,Prague,C1,conv,5.671977933567087,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.2220141322848121,690.8575602320112,691.079574364296,Czech,Prague,C1,conv,4.504217770773008,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1197135027025524,691.079574364296,691.1992878669986,Czech,Prague,C1,conv,8.353276593072897,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.2394270054052185,691.1992878669986,691.4387148724038,Czech,Prague,C1,conv,4.176638296534465,3,Female
Czech_Prague_C1_conv.TextGrid,3,1.0964268122405656,691.4387148724038,692.5351416846444,Czech,Prague,C1,conv,0.9120535806274969,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1191293083597884,692.5351416846444,692.6542709930042,Czech,Prague,C1,conv,8.39423995462015,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1545392489433652,692.6542709930042,692.8088102419475,Czech,Prague,C1,conv,6.470848065053526,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0935941930219996,692.8088102419475,692.9024044349695,Czech,Prague,C1,conv,10.68442354927882,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1567158580834302,692.9024044349695,693.059120293053,Czech,Prague,C1,conv,6.3809751752604,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0783579290416582,693.059120293053,693.1374782220946,Czech,Prague,C1,conv,12.761950350530068,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.102300629582146,693.1374782220946,693.2397788516768,Czech,Prague,C1,conv,9.775110906790792,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1523626398033002,693.2397788516768,693.3921414914801,Czech,Prague,C1,conv,6.563288751697907,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.0631216650613168,693.3921414914801,693.4552631565414,Czech,Prague,C1,conv,15.842421124800707,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1175368935626011,693.4552631565414,693.572800050104,Czech,Prague,C1,conv,8.50796690034514,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1371263758229588,693.572800050104,693.7099264259269,Czech,Prague,C1,conv,7.292543057442724,3,Female
Czech_Prague_C1_conv.TextGrid,3,0.1480094215231702,693.7099264259269,693.8579358474501,Czech,Prague,C1,conv,6.75632665616124,3,Female
